Date_Key;Animal_Key;Activity_Type_Key;Quantity_Consumed_Kg;Quantity_Prey_Units;Success_Flag;Prey_Species_Hunted;Location_Key
20251227;206;3;1.4;2;1;Seeds;2
20251227;207;3;7.3;5;1;Herbs;2
20251227;208;4;0.2;2;0;Grouse;2
20251227;209;2;28.7;0;0;Roots;2
20251228;201;1;1.49;2;1;Vole;4
20251228;202;3;17.59;1;1;Lichen;4
20251228;203;3;3.62;3;0;Clover;4
20251228;204;1;2.94;0;0;Roe Deer Fawn;4
20251228;205;2;0.6;1;1;Beetle;4
20251228;206;3;1.35;0;1;Alpine Grass;4
20251228;207;3;10.75;0;0;Lichen;4
20251228;208;4;0.7;5;1;Marmot;4
20251228;209;2;19.09;5;1;Berries;4
20251229;201;1;2.48;1;0;Mouse;2
20251229;202;3;6.57;0;0;Alpine Grass;2
20251229;203;3;5.72;3;1;Clover;2
20251229;204;1;3.04;4;1;Hare;2
20251229;205;2;0.84;2;1;Earthworm;2
20251229;206;3;1.43;1;1;Alpine Grass;2
20251229;207;3;11.14;5;1;Herbs;2
20251229;208;4;0.31;3;1;Marmot;2
20251229;209;2;6.18;0;0;Roe Deer Fawn;2
20251230;201;1;0.51;4;1;Vole;7
20251230;202;3;22.67;1;1;Moss;7
20251230;203;3;4.69;0;0;Mushroom;7
20251230;204;1;2.91;1;1;Chamois Kid;7
20251230;205;2;0.27;1;1;Berries;7
20251230;206;3;0.12;2;0;Seeds;7
20251230;207;3;7.04;5;0;Alpine Grass;7
20251230;208;4;0.33;0;1;Ptarmigan;7
20251230;209;2;29.2;5;0;Roots;7
20251231;201;1;2.16;0;0;Vole;7
20251231;202;3;12.66;2;1;Clover;7
20251231;203;3;6.86;4;1;Clover;7
20251231;204;1;4.26;0;1;Hare;7
20251231;205;2;0.57;3;1;Rabbit;7
20251231;206;3;0.37;4;1;Alpine Grass;7
20251231;207;3;6.33;2;1;Moss;7
20251231;208;4;0.69;0;1;Fish;7
20251231;209;2;23.52;4;0;Berries;7
20260101;201;1;1.48;3;1;Rabbit;7
20260101;202;3;12.46;3;0;Moss;7
20260101;203;3;7.22;2;0;Berries;7
20260101;204;1;4.81;4;1;Hare;7
20260101;205;2;0.36;2;0;Earthworm;7
20260101;206;3;1.37;4;1;Roots;7
20260101;207;3;11.91;3;1;Clover;7
20260101;208;4;0.51;2;0;Fish;7
20260101;209;2;23.91;5;1;Roe Deer Fawn;7
20260102;201;1;0.42;4;0;Hare;8
20260102;202;3;15.83;2;0;Lichen;8
20260102;203;3;2.22;4;0;Clover;8
20260102;204;1;2.67;3;0;Roe Deer Fawn;8
20260102;205;2;0.22;4;1;Berries;8
20260102;206;3;1.49;3;1;Roots;8
20260102;207;3;11.33;1;1;Clover;8
20260102;208;4;0.3;5;0;Marmot;8
20260102;209;2;15.47;4;0;Roots;8
20260103;201;1;0.99;2;0;Grouse;10
20260103;202;3;15.48;5;1;Lichen;10
20260103;203;3;2.18;0;1;Acorns;10
20260103;204;1;3.84;4;0;Grouse;10
20260103;205;2;0.62;4;1;Earthworm;10
20260103;206;3;0.53;5;1;Alpine Grass;10
20260103;207;3;9.09;1;0;Moss;10
20260103;208;4;0.24;4;1;Grouse;10
20260103;209;2;22.56;0;1;Fish;10
20260104;201;1;2.17;2;1;Hare;5
20260104;202;3;9.81;4;0;Moss;5
20260104;203;3;5.35;3;0;Mushroom;5
20260104;204;1;1.64;1;1;Hare;5
20260104;205;2;1.09;4;1;Acorns;5
20260104;206;3;0.49;1;0;Seeds;5
20260104;207;3;5.61;2;1;Clover;5
20260104;208;4;0.24;0;1;Marmot;5
20260104;209;2;26.31;3;1;Fish;5
20260105;201;1;1.09;0;0;Mouse;9
20260105;202;3;12.06;0;1;Alpine Grass;9
20260105;203;3;6.96;5;1;Acorns;9
20260105;204;1;1.36;1;1;Chamois Kid;9
20260105;205;2;0.84;0;1;Earthworm;9
20260105;206;3;0.19;2;1;Dandelion;9
20260105;207;3;9.82;3;1;Herbs;9
20260105;208;4;0.14;5;1;Fish;9
20260105;209;2;21.48;4;0;Roots;9
20260106;201;1;1.99;5;0;Hare;5
20260106;202;3;13.35;2;1;Bark;5
20260106;203;3;5.93;0;1;Clover;5
20260106;204;1;4.17;2;1;Marmot;5
20260106;205;2;0.47;4;1;Beetle;5
20260106;206;3;0.95;2;1;Dandelion;5
20260106;207;3;10.15;0;1;Clover;5
20260106;208;4;0.76;0;1;Marmot;5
20260106;209;2;26.15;5;1;Fish;5
20260107;201;1;1.53;3;0;Rabbit;6
20260107;202;3;16.68;0;1;Moss;6
20260107;203;3;6.48;1;1;Grass;6
20260107;204;1;1.28;3;1;Chamois Kid;6
20260107;205;2;0.85;4;0;Earthworm;6
20260107;206;3;0.88;4;0;Dandelion;6
20260107;207;3;3.65;0;1;Moss;6
20260107;208;4;0.81;1;1;Fish;6
20260107;209;2;8.42;1;1;Berries;6
20260108;201;1;2.13;0;1;Mouse;9
20260108;202;3;22.69;0;1;Clover;9
20260108;203;3;1.85;3;1;Berries;9
20260108;204;1;4.34;2;0;Chamois Kid;9
20260108;205;2;0.42;5;1;Beetle;9
20260108;206;3;0.69;2;1;Dandelion;9
20260108;207;3;10.25;5;1;Clover;9
20260108;208;4;0.61;0;1;Fish;9
20260108;209;2;24.16;2;1;Roots;9
20260109;201;1;1.92;4;1;Mouse;9
20260109;202;3;9.06;0;1;Alpine Grass;9
20260109;203;3;2.5;5;1;Mushroom;9
20260109;204;1;3.48;0;0;Grouse;9
20260109;205;2;1.58;2;1;Rabbit;9
20260109;206;3;1.45;3;0;Dandelion;9
20260109;207;3;8.24;4;1;Moss;9
20260109;208;4;0.64;4;1;Fish;9
20260109;209;2;12.3;2;1;Fish;9
20260110;201;1;2.48;1;0;Vole;10
20260110;202;3;11.2;3;1;Moss;10
20260110;203;3;4.3;5;0;Acorns;10
20260110;204;1;1.32;0;1;Roe Deer Fawn;10
20260110;205;2;0.58;5;0;Berries;10
20260110;206;3;0.41;4;1;Alpine Grass;10
20260110;207;3;9.07;3;1;Lichen;10
20260110;208;4;0.87;3;0;Grouse;10
20260110;209;2;27.17;5;1;Fish;10
20260111;201;1;1.51;3;1;Vole;2
20260111;202;3;23.15;0;1;Moss;2
20260111;203;3;2.15;3;1;Acorns;2
20260111;204;1;4.7;0;1;Chamois Kid;2
20260111;205;2;1.36;4;0;Acorns;2
20260111;206;3;0.38;2;1;Clover;2
20260111;207;3;7.21;4;1;Moss;2
20260111;208;4;0.57;4;0;Hare;2
20260111;209;2;20.59;5;1;Fish;2
20260112;201;1;1.61;1;1;Rabbit;3
20260112;202;3;12.29;3;1;Moss;3
20260112;203;3;6.98;5;1;Acorns;3
20260112;204;1;2.68;1;0;Hare;3
20260112;205;2;0.95;5;0;Acorns;3
20260112;206;3;1.04;3;0;Clover;3
20260112;207;3;4.33;1;0;Clover;3
20260112;208;4;0.56;5;0;Ptarmigan;3
20260112;209;2;9.66;5;0;Honey;3
20260113;201;1;1;5;1;Grouse;6
20260113;202;3;16.07;3;1;Clover;6
20260113;203;3;7.73;0;1;Clover;6
20260113;204;1;3.55;1;1;Hare;6
20260113;205;2;0.94;3;1;Beetle;6
20260113;206;3;0.57;2;0;Clover;6
20260113;207;3;9.03;1;1;Herbs;6
20260113;208;4;0.18;3;1;Marmot;6
20260113;209;2;22.43;0;0;Berries;6
20260114;201;1;0.43;0;1;Mouse;5
20260114;202;3;24.43;1;0;Moss;5
20260114;203;3;3.09;5;1;Clover;5
20260114;204;1;4.88;4;0;Roe Deer Fawn;5
20260114;205;2;0.61;1;1;Berries;5
20260114;206;3;0.79;0;1;Seeds;5
20260114;207;3;3.07;1;1;Moss;5
20260114;208;4;0.43;2;1;Marmot;5
20260114;209;2;23.46;0;1;Honey;5
20260115;201;1;2.43;2;0;Grouse;1
20260115;202;3;15.39;2;0;Alpine Grass;1
20260115;203;3;5.91;0;1;Clover;1
20260115;204;1;1.52;2;1;Roe Deer Fawn;1
20260115;205;2;0.99;5;1;Berries;1
20260115;206;3;0.39;1;1;Roots;1
20260115;207;3;7.78;2;1;Clover;1
20260115;208;4;0.71;2;1;Ptarmigan;1
20260115;209;2;25.67;0;0;Roe Deer Fawn;1
20260116;201;1;1.88;5;1;Vole;8
20260116;202;3;19.31;1;0;Lichen;8
20260116;203;3;4.32;1;1;Acorns;8
20260116;204;1;4.81;1;0;Hare;8
20260116;205;2;1.57;4;1;Berries;8
20260116;206;3;0.62;2;0;Dandelion;8
20260116;207;3;3.1;2;0;Alpine Grass;8
20260116;208;4;0.45;2;0;Hare;8
20260116;209;2;29.99;2;1;Roe Deer Fawn;8
20260117;201;1;1.7;2;1;Rabbit;3
20260117;202;3;9.62;0;0;Bark;3
20260117;203;3;4.9;4;0;Mushroom;3
20260117;204;1;4.96;0;0;Hare;3
20260117;205;2;0.54;2;0;Acorns;3
20260117;206;3;0.3;0;0;Alpine Grass;3
20260117;207;3;11.94;1;0;Alpine Grass;3
20260117;208;4;0.72;4;1;Ptarmigan;3
20260117;209;2;6.3;1;0;Fish;3
20260118;201;1;0.45;0;1;Grouse;9
20260118;202;3;17.05;2;1;Alpine Grass;9
20260118;203;3;2.89;2;0;Mushroom;9
20260118;204;1;3.78;4;1;Hare;9
20260118;205;2;0.46;0;1;Earthworm;9
20260118;206;3;1.22;3;0;Alpine Grass;9
20260118;207;3;3.06;1;1;Alpine Grass;9
20260118;208;4;0.6;5;1;Fish;9
20260118;209;2;28.53;4;0;Fish;9
20260119;201;1;2.22;3;1;Hare;10
20260119;202;3;5.14;4;1;Bark;10
20260119;203;3;3.62;5;1;Berries;10
20260119;204;1;1.5;5;0;Hare;10
20260119;205;2;0.48;0;1;Earthworm;10
20260119;206;3;0.59;5;0;Seeds;10
20260119;207;3;7.43;3;0;Moss;10
20260119;208;4;0.41;5;0;Grouse;10
20260119;209;2;23.24;3;0;Honey;10
20260120;201;1;1.33;4;1;Mouse;10
20260120;202;3;9.02;4;0;Bark;10
20260120;203;3;5.24;2;1;Acorns;10
20260120;204;1;2.47;4;1;Marmot;10
20260120;205;2;0.48;3;1;Beetle;10
20260120;206;3;1.32;1;1;Dandelion;10
20260120;207;3;4.61;2;1;Herbs;10
20260120;208;4;0.33;5;1;Grouse;10
20260120;209;2;20.14;3;1;Fish;10
20260121;201;1;2.18;0;0;Vole;7
20260121;202;3;23.1;5;0;Clover;7
20260121;203;3;7.79;5;0;Grass;7
20260121;204;1;1.18;3;0;Chamois Kid;7
20260121;205;2;0.78;0;0;Beetle;7
20260121;206;3;0.61;0;1;Clover;7
20260121;207;3;5.54;3;1;Herbs;7
20260121;208;4;0.41;0;1;Marmot;7
20260121;209;2;15.03;5;0;Fish;7
20260122;201;1;0.59;5;0;Mouse;7
20260122;202;3;6.62;1;1;Clover;7
20260122;203;3;5.46;1;0;Berries;7
20260122;204;1;2.03;1;1;Hare;7
20260122;205;2;1.86;1;1;Rabbit;7
20260122;206;3;0.16;4;0;Alpine Grass;7
20260122;207;3;5.06;0;1;Clover;7
20260122;208;4;0.1;5;0;Hare;7
20260122;209;2;20.28;4;0;Berries;7
20260123;201;1;2.35;1;1;Mouse;1
20260123;202;3;22.99;4;0;Lichen;1
20260123;203;3;3.48;0;1;Grass;1
20260123;204;1;3.75;2;1;Hare;1
20260123;205;2;1.96;3;0;Berries;1
20260123;206;3;0.21;0;0;Clover;1
20260123;207;3;5.45;2;1;Alpine Grass;1
20260123;208;4;0.11;5;1;Marmot;1
20260123;209;2;15.57;2;1;Berries;1
20260124;201;1;0.69;0;0;Vole;10
20260124;202;3;20.12;5;1;Alpine Grass;10
20260124;203;3;1.56;1;1;Berries;10
20260124;204;1;4.01;3;0;Grouse;10
20260124;205;2;1.08;5;1;Beetle;10
20260124;206;3;0.9;5;1;Alpine Grass;10
20260124;207;3;4.87;2;1;Lichen;10
20260124;208;4;0.7;4;0;Ptarmigan;10
20260124;209;2;20.87;3;1;Honey;10
20260125;201;1;1.66;1;0;Vole;3
20260125;202;3;7.34;1;0;Alpine Grass;3
20260125;203;3;6.19;1;0;Grass;3
20260125;204;1;1.95;5;1;Chamois Kid;3
20260125;205;2;1.65;2;0;Rabbit;3
20260125;206;3;0.21;4;0;Dandelion;3
20260125;207;3;6.15;2;0;Alpine Grass;3
20260125;208;4;0.11;4;0;Fish;3
20260125;209;2;23.54;3;1;Honey;3
20260126;201;1;0.49;2;1;Rabbit;6
20260126;202;3;22.9;2;0;Alpine Grass;6
20260126;203;3;3.09;2;1;Acorns;6
20260126;204;1;2.11;4;0;Hare;6
20260126;205;2;1.73;0;1;Acorns;6
20260126;206;3;1.03;4;1;Alpine Grass;6
20260126;207;3;11.88;0;1;Alpine Grass;6
20260126;208;4;0.54;3;1;Marmot;6
20260126;209;2;27.18;3;1;Roe Deer Fawn;6
20260127;201;1;0.4;1;0;Vole;6
20260127;202;3;15.62;0;0;Clover;6
20260127;203;3;3.1;4;1;Mushroom;6
20260127;204;1;1.96;5;1;Roe Deer Fawn;6
20260127;205;2;1.29;5;0;Acorns;6
20260127;206;3;1.02;3;1;Dandelion;6
20260127;207;3;3.7;3;1;Herbs;6
20260127;208;4;0.82;5;1;Marmot;6
20260127;209;2;13;0;1;Roe Deer Fawn;6
20260128;201;1;2.14;0;1;Rabbit;6
20260128;202;3;18.77;4;1;Bark;6
20260128;203;3;2.48;1;1;Clover;6
20260128;204;1;1.07;1;1;Hare;6
20260128;205;2;0.33;5;1;Rabbit;6
20260128;206;3;1.17;0;1;Dandelion;6
20260128;207;3;5.21;3;0;Alpine Grass;6
20260128;208;4;0.86;3;0;Marmot;6
20260128;209;2;18.4;3;1;Roots;6
20260129;201;1;0.92;5;1;Mouse;7
20260129;202;3;16.16;5;0;Bark;7
20260129;203;3;6.05;4;1;Mushroom;7
20260129;204;1;3.73;1;0;Chamois Kid;7
20260129;205;2;1.15;4;1;Earthworm;7
20260129;206;3;0.41;1;0;Clover;7
20260129;207;3;5.57;0;1;Alpine Grass;7
20260129;208;4;0.65;3;1;Ptarmigan;7
20260129;209;2;5.87;4;1;Roe Deer Fawn;7
20260130;201;1;0.46;1;0;Hare;7
20260130;202;3;15.05;3;1;Moss;7
20260130;203;3;3.39;0;1;Mushroom;7
20260130;204;1;4.14;0;1;Roe Deer Fawn;7
20260130;205;2;1.28;2;1;Acorns;7
20260130;206;3;0.68;0;1;Clover;7
20260130;207;3;4.9;2;0;Clover;7
20260130;208;4;0.19;4;1;Ptarmigan;7
20260130;209;2;13.62;3;1;Honey;7
20260131;201;1;1.33;4;1;Mouse;7
20260131;202;3;18.53;5;1;Alpine Grass;7
20260131;203;3;2.53;4;1;Acorns;7
20260131;204;1;3.02;2;1;Grouse;7
20260131;205;2;0.28;1;0;Berries;7
20260131;206;3;1.16;2;0;Dandelion;7
20260131;207;3;7.44;3;1;Clover;7
20260131;208;4;0.92;3;0;Ptarmigan;7
20260131;209;2;10.6;2;0;Roots;7
20260201;201;1;1.39;4;0;Rabbit;3
20260201;202;3;9.78;0;1;Lichen;3
20260201;203;3;5.21;3;1;Berries;3
20260201;204;1;3.57;1;1;Hare;3
20260201;205;2;1.57;5;1;Rabbit;3
20260201;206;3;0.57;5;0;Dandelion;3
20260201;207;3;9.2;1;1;Moss;3
20260201;208;4;0.12;2;0;Hare;3
20260201;209;2;23.1;3;1;Honey;3
20260202;201;1;1.04;3;1;Hare;10
20260202;202;3;22.74;5;0;Alpine Grass;10
20260202;203;3;6.71;1;0;Mushroom;10
20260202;204;1;1.39;2;1;Roe Deer Fawn;10
20260202;205;2;0.4;5;1;Berries;10
20260202;206;3;0.91;4;1;Dandelion;10
20260202;207;3;10.75;3;0;Lichen;10
20260202;208;4;0.14;4;0;Grouse;10
20260202;209;2;25.53;3;1;Fish;10
20260203;201;1;2.35;2;1;Vole;6
20260203;202;3;12.12;5;1;Clover;6
20260203;203;3;7.06;5;0;Berries;6
20260203;204;1;1.69;3;1;Grouse;6
20260203;205;2;1.74;2;1;Rabbit;6
20260203;206;3;1.41;4;1;Roots;6
20260203;207;3;7.67;0;0;Clover;6
20260203;208;4;0.58;5;1;Marmot;6
20260203;209;2;10.81;3;0;Honey;6
20260204;201;1;1.69;1;1;Vole;8
20260204;202;3;8.9;0;1;Alpine Grass;8
20260204;203;3;7.73;5;0;Grass;8
20260204;204;1;4.39;5;0;Grouse;8
20260204;205;2;1.65;3;0;Earthworm;8
20260204;206;3;0.22;3;0;Roots;8
20260204;207;3;9.66;4;1;Clover;8
20260204;208;4;1;1;1;Ptarmigan;8
20260204;209;2;12.35;1;0;Berries;8
20260205;201;1;1.4;4;1;Hare;8
20260205;202;3;21.02;3;0;Bark;8
20260205;203;3;7.46;4;0;Grass;8
20260205;204;1;1.75;2;1;Roe Deer Fawn;8
20260205;205;2;0.83;3;0;Acorns;8
20260205;206;3;0.14;1;1;Alpine Grass;8
20260205;207;3;5.19;0;1;Clover;8
20260205;208;4;0.75;0;1;Grouse;8
20260205;209;2;6.44;0;0;Roe Deer Fawn;8
20260206;201;1;0.99;1;1;Vole;4
20260206;202;3;23.99;4;0;Bark;4
20260206;203;3;7.8;4;1;Acorns;4
20260206;204;1;2.6;5;1;Roe Deer Fawn;4
20260206;205;2;0.5;4;0;Beetle;4
20260206;206;3;0.99;3;1;Roots;4
20260206;207;3;11.63;1;1;Alpine Grass;4
20260206;208;4;0.35;1;0;Marmot;4
20260206;209;2;5.57;3;0;Fish;4
20260207;201;1;2.31;0;1;Mouse;2
20260207;202;3;10.67;1;0;Moss;2
20260207;203;3;5.15;1;0;Clover;2
20260207;204;1;3.51;5;1;Roe Deer Fawn;2
20260207;205;2;1.27;4;1;Rabbit;2
20260207;206;3;0.17;0;1;Roots;2
20260207;207;3;3.33;3;1;Moss;2
20260207;208;4;0.78;4;1;Fish;2
20260207;209;2;10.52;5;0;Roots;2
20260208;201;1;2.35;2;0;Rabbit;8
20260208;202;3;7.87;2;1;Bark;8
20260208;203;3;7.65;3;1;Berries;8
20260208;204;1;1.11;2;1;Chamois Kid;8
20260208;205;2;1.67;0;1;Beetle;8
20260208;206;3;0.85;2;1;Seeds;8
20260208;207;3;7.28;0;1;Lichen;8
20260208;208;4;0.26;5;1;Grouse;8
20260208;209;2;26.49;2;1;Honey;8
20260209;201;1;0.33;5;1;Grouse;6
20260209;202;3;7.17;0;1;Clover;6
20260209;203;3;2.65;4;0;Mushroom;6
20260209;204;1;3.6;2;1;Hare;6
20260209;205;2;0.74;1;1;Berries;6
20260209;206;3;0.96;0;0;Dandelion;6
20260209;207;3;5.72;3;0;Herbs;6
20260209;208;4;0.82;4;1;Grouse;6
20260209;209;2;16.98;4;1;Berries;6
20260210;201;1;1.16;2;0;Hare;2
20260210;202;3;13.56;1;0;Moss;2
20260210;203;3;5.9;3;1;Acorns;2
20260210;204;1;1.88;3;0;Roe Deer Fawn;2
20260210;205;2;1.58;5;1;Berries;2
20260210;206;3;0.34;3;1;Alpine Grass;2
20260210;207;3;11.39;2;1;Alpine Grass;2
20260210;208;4;0.53;2;1;Grouse;2
20260210;209;2;22.14;1;1;Roots;2
20260211;201;1;2.17;1;1;Grouse;4
20260211;202;3;22.45;3;0;Moss;4
20260211;203;3;2.8;3;0;Berries;4
20260211;204;1;3.8;4;1;Grouse;4
20260211;205;2;0.94;5;1;Acorns;4
20260211;206;3;0.43;5;0;Roots;4
20260211;207;3;5.1;0;0;Lichen;4
20260211;208;4;0.87;0;1;Grouse;4
20260211;209;2;13.08;4;1;Roots;4
20260212;201;1;2.31;1;1;Mouse;3
20260212;202;3;12.87;4;1;Clover;3
20260212;203;3;4.57;4;1;Clover;3
20260212;204;1;4.08;1;0;Roe Deer Fawn;3
20260212;205;2;1.7;0;1;Earthworm;3
20260212;206;3;1.35;3;1;Clover;3
20260212;207;3;7.83;4;0;Moss;3
20260212;208;4;0.56;1;1;Grouse;3
20260212;209;2;6.67;3;1;Roots;3
20260213;201;1;1.67;5;0;Vole;8
20260213;202;3;16.18;4;1;Lichen;8
20260213;203;3;4.42;0;1;Acorns;8
20260213;204;1;3.09;2;1;Grouse;8
20260213;205;2;1.21;2;0;Rabbit;8
20260213;206;3;1;4;1;Seeds;8
20260213;207;3;4.78;4;0;Moss;8
20260213;208;4;0.9;0;0;Grouse;8
20260213;209;2;21.1;2;0;Fish;8
20260214;201;1;2.47;2;1;Mouse;9
20260214;202;3;20.12;0;1;Clover;9
20260214;203;3;1.54;5;1;Grass;9
20260214;204;1;4.47;3;0;Chamois Kid;9
20260214;205;2;0.33;0;1;Beetle;9
20260214;206;3;0.79;5;1;Dandelion;9
20260214;207;3;8.34;4;1;Herbs;9
20260214;208;4;0.15;5;0;Hare;9
20260214;209;2;13;0;1;Roe Deer Fawn;9
20260215;201;1;0.89;5;1;Grouse;5
20260215;202;3;12.37;1;1;Lichen;5
20260215;203;3;4.11;0;1;Mushroom;5
20260215;204;1;3.26;3;0;Chamois Kid;5
20260215;205;2;0.33;2;0;Rabbit;5
20260215;206;3;0.56;4;0;Seeds;5
20260215;207;3;9.65;1;0;Herbs;5
20260215;208;4;0.53;0;1;Fish;5
20260215;209;2;11.8;4;1;Fish;5
20260216;201;1;0.8;0;1;Grouse;2
20260216;202;3;6.32;1;1;Bark;2
20260216;203;3;1.68;2;1;Mushroom;2
20260216;204;1;4.56;1;1;Hare;2
20260216;205;2;1;0;1;Acorns;2
20260216;206;3;0.11;1;0;Alpine Grass;2
20260216;207;3;11.82;5;0;Clover;2
20260216;208;4;0.66;3;1;Grouse;2
20260216;209;2;28.19;1;1;Fish;2
20260217;201;1;1.54;1;1;Mouse;3
20260217;202;3;22.83;4;1;Moss;3
20260217;203;3;6.85;3;1;Clover;3
20260217;204;1;2.46;4;1;Chamois Kid;3
20260217;205;2;0.99;0;1;Acorns;3
20260217;206;3;0.98;0;0;Roots;3
20260217;207;3;7.15;1;1;Moss;3
20260217;208;4;0.69;0;1;Hare;3
